Train ID,Route,Date and Time,Passenger Count,Number of Coaches,Total Capacity,Seat Occupancy (%),Platform Number,Delay Records (mins),Holiday or Weekend Indicator
TRN-007,Beijing - Shanghai,2026-02-15 18:54:24,741,9,540,137.22,2,115,Yes
TRN-019,Toronto - Montreal,2026-02-15 18:59:25,604,11,660,91.52,1,87,Yes
TRN-010,New York - Washington DC,2026-02-15 18:59:56,702,10,600,117.0,7,34,Yes
TRN-006,Tokyo - Osaka,2026-02-15 19:42:16,482,7,420,114.76,9,0,Yes
TRN-017,Los Angeles - San Francisco,2026-02-15 20:16:03,278,8,480,57.92,4,0,Yes
TRN-007,Mumbai - Delhi,2026-02-15 20:17:18,427,12,720,59.31,6,0,Yes
TRN-006,New York - Washington DC,2026-02-15 20:34:39,409,6,360,113.61,4,0,Yes
TRN-006,Sydney - Melbourne,2026-02-15 20:55:52,271,10,600,45.17,8,0,Yes
TRN-016,Los Angeles - San Francisco,2026-02-15 21:11:05,305,5,300,101.67,10,0,Yes
TRN-013,Tokyo - Osaka,2026-02-15 21:54:35,327,12,720,45.42,9,87,Yes
TRN-007,Beijing - Shanghai,2026-02-15 22:11:50,462,8,480,96.25,6,49,Yes
TRN-001,New York - Washington DC,2026-02-15 23:35:13,279,10,600,46.5,2,0,Yes
TRN-018,Sydney - Melbourne,2026-02-15 23:39:16,372,11,660,56.36,8,0,Yes
TRN-001,Tokyo - Osaka,2026-02-15 23:48:10,444,6,360,123.33,11,96,Yes
TRN-009,Berlin - Munich,2026-02-15 23:54:22,391,9,540,72.41,2,0,Yes
TRN-018,Mumbai - Delhi,2026-02-16 00:26:01,280,13,780,35.9,9,0,No
TRN-013,London - Paris,2026-02-16 00:30:42,149,9,540,27.59,9,0,No
TRN-012,New York - Washington DC,2026-02-16 01:07:30,136,13,780,17.44,12,20,No
TRN-007,Sydney - Melbourne,2026-02-16 01:13:55,102,12,720,14.17,4,12,No
TRN-005,Beijing - Shanghai,2026-02-16 01:17:38,259,5,300,86.33,10,0,No
TRN-010,Beijing - Shanghai,2026-02-16 01:32:57,150,11,660,22.73,1,0,No
TRN-015,Chicago - St. Louis,2026-02-16 01:36:05,189,10,600,31.5,4,0,No
TRN-011,London - Paris,2026-02-16 01:51:55,298,7,420,70.95,2,0,No
TRN-004,Chicago - St. Louis,2026-02-16 01:52:44,220,6,360,61.11,8,0,No
TRN-014,Beijing - Shanghai,2026-02-16 02:36:52,275,7,420,65.48,1,0,No
TRN-006,London - Paris,2026-02-16 03:41:01,186,5,300,62.0,8,0,No
TRN-013,Mumbai - Delhi,2026-02-16 03:47:30,137,9,540,25.37,7,0,No
TRN-015,New York - Washington DC,2026-02-16 03:56:29,107,14,840,12.74,6,0,No
TRN-011,Beijing - Shanghai,2026-02-16 04:46:31,230,13,780,29.49,6,0,No
TRN-016,Berlin - Munich,2026-02-16 05:33:18,214,13,780,27.44,10,0,No
TRN-016,New York - Washington DC,2026-02-16 05:49:39,170,11,660,25.76,10,0,No
TRN-018,Beijing - Shanghai,2026-02-16 05:50:17,218,8,480,45.42,1,41,No
TRN-012,Tokyo - Osaka,2026-02-16 05:53:31,275,7,420,65.48,5,0,No
TRN-009,Toronto - Montreal,2026-02-16 05:59:08,180,6,360,50.0,7,0,No
TRN-005,Chicago - St. Louis,2026-02-16 06:25:17,255,5,300,85.0,6,0,No
TRN-013,Berlin - Munich,2026-02-16 06:58:38,173,11,660,26.21,11,0,No
TRN-012,Berlin - Munich,2026-02-16 07:14:53,449,9,540,83.15,8,0,No
TRN-017,Mumbai - Delhi,2026-02-16 07:24:40,427,10,600,71.17,11,0,No
TRN-020,Toronto - Montreal,2026-02-16 07:39:41,307,7,420,73.1,7,0,No
TRN-001,London - Paris,2026-02-16 08:04:55,354,7,420,84.29,1,0,No
TRN-017,Beijing - Shanghai,2026-02-16 08:09:58,613,13,780,78.59,7,0,Yes
TRN-010,Beijing - Shanghai,2026-02-16 08:16:14,342,10,600,57.0,6,101,No
TRN-009,Toronto - Montreal,2026-02-16 08:19:24,403,6,360,111.94,2,0,No
TRN-011,Tokyo - Osaka,2026-02-16 08:20:58,520,6,360,144.44,10,0,No
TRN-017,Sydney - Melbourne,2026-02-16 08:22:45,394,6,360,109.44,1,0,No
TRN-016,Sydney - Melbourne,2026-02-16 08:23:46,561,13,780,71.92,1,0,No
TRN-019,Beijing - Shanghai,2026-02-16 09:21:09,365,13,780,46.79,6,0,No
TRN-007,Chicago - St. Louis,2026-02-16 09:23:33,287,14,840,34.17,2,111,No
TRN-003,Sydney - Melbourne,2026-02-16 09:25:11,428,14,840,50.95,1,0,No
TRN-004,Tokyo - Osaka,2026-02-16 09:31:03,479,12,720,66.53,9,33,No
TRN-012,New York - Washington DC,2026-02-16 10:00:50,178,12,720,24.72,3,0,No
TRN-015,Sydney - Melbourne,2026-02-16 10:33:53,239,11,660,36.21,2,0,Yes
TRN-017,Sydney - Melbourne,2026-02-16 10:50:16,110,6,360,30.56,7,0,No
TRN-002,New York - Washington DC,2026-02-16 10:57:13,238,7,420,56.67,3,0,No
TRN-014,Mumbai - Delhi,2026-02-16 12:09:37,217,10,600,36.17,1,0,No
TRN-012,Mumbai - Delhi,2026-02-16 12:27:53,240,7,420,57.14,12,0,No
TRN-004,Mumbai - Delhi,2026-02-16 12:57:40,227,11,660,34.39,3,89,No
TRN-009,London - Paris,2026-02-16 13:04:54,202,8,480,42.08,6,64,No
TRN-010,Berlin - Munich,2026-02-16 13:07:32,441,8,480,91.88,6,0,Yes
TRN-005,London - Paris,2026-02-16 13:18:15,258,6,360,71.67,10,0,No
TRN-007,Mumbai - Delhi,2026-02-16 13:52:15,416,9,540,77.04,2,0,Yes
TRN-013,Berlin - Munich,2026-02-16 14:00:09,169,15,900,18.78,12,26,No
TRN-007,Tokyo - Osaka,2026-02-16 14:19:05,131,14,840,15.6,11,0,No
TRN-013,Beijing - Shanghai,2026-02-16 15:04:38,210,10,600,35.0,1,0,No
TRN-011,Beijing - Shanghai,2026-02-16 15:21:56,150,5,300,50.0,4,0,No
TRN-008,Mumbai - Delhi,2026-02-16 15:33:02,258,11,660,39.09,7,0,No
TRN-010,Beijing - Shanghai,2026-02-16 16:31:01,200,14,840,23.81,12,57,No
TRN-006,Chicago - St. Louis,2026-02-16 16:34:00,333,15,900,37.0,1,65,Yes
TRN-015,Beijing - Shanghai,2026-02-16 16:53:20,229,11,660,34.7,4,0,No
TRN-009,Berlin - Munich,2026-02-16 17:51:50,590,8,480,122.92,1,0,No
TRN-014,Sydney - Melbourne,2026-02-16 18:08:27,366,6,360,101.67,7,0,No
TRN-015,New York - Washington DC,2026-02-16 18:38:42,478,7,420,113.81,10,0,No
TRN-009,Los Angeles - San Francisco,2026-02-16 18:38:46,356,11,660,53.94,1,0,No
TRN-006,Los Angeles - San Francisco,2026-02-16 18:41:21,394,15,900,43.78,5,36,No
TRN-018,Berlin - Munich,2026-02-16 19:08:33,370,14,840,44.05,12,0,No
TRN-010,Sydney - Melbourne,2026-02-16 19:30:44,465,13,780,59.62,3,6,No
TRN-018,Tokyo - Osaka,2026-02-16 21:03:36,247,9,540,45.74,1,55,No
TRN-015,Beijing - Shanghai,2026-02-16 21:06:56,120,10,600,20.0,3,0,No
TRN-015,New York - Washington DC,2026-02-16 21:12:03,284,8,480,59.17,9,0,No
TRN-009,Chicago - St. Louis,2026-02-16 21:38:14,117,10,600,19.5,12,0,No
TRN-005,Mumbai - Delhi,2026-02-16 21:55:15,275,14,840,32.74,9,0,No
TRN-017,Sydney - Melbourne,2026-02-16 22:59:47,201,14,840,23.93,12,0,No
TRN-017,Mumbai - Delhi,2026-02-17 00:48:07,263,11,660,39.85,5,0,No
TRN-010,New York - Washington DC,2026-02-17 01:08:23,330,9,540,61.11,12,108,Yes
TRN-001,New York - Washington DC,2026-02-17 01:32:58,175,12,720,24.31,10,0,No
TRN-016,New York - Washington DC,2026-02-17 01:38:17,203,7,420,48.33,4,0,No
TRN-005,New York - Washington DC,2026-02-17 01:42:39,185,15,900,20.56,10,0,No
TRN-019,Tokyo - Osaka,2026-02-17 02:12:02,239,6,360,66.39,4,0,No
TRN-007,Sydney - Melbourne,2026-02-17 02:31:30,113,12,720,15.69,9,0,No
TRN-019,New York - Washington DC,2026-02-17 02:36:00,288,8,480,60.0,9,0,No
TRN-011,Beijing - Shanghai,2026-02-17 02:37:51,178,10,600,29.67,1,0,No
TRN-003,Beijing - Shanghai,2026-02-17 02:46:07,166,9,540,30.74,4,0,No
TRN-013,Los Angeles - San Francisco,2026-02-17 03:25:25,298,5,300,99.33,5,91,No
TRN-020,Los Angeles - San Francisco,2026-02-17 03:27:52,146,12,720,20.28,10,108,No
TRN-001,Los Angeles - San Francisco,2026-02-17 03:34:04,213,14,840,25.36,5,0,No
TRN-006,Berlin - Munich,2026-02-17 04:11:37,273,9,540,50.56,1,103,No
TRN-009,Beijing - Shanghai,2026-02-17 04:24:21,259,13,780,33.21,1,0,No
TRN-018,New York - Washington DC,2026-02-17 04:30:05,158,8,480,32.92,11,0,No
TRN-020,Mumbai - Delhi,2026-02-17 04:39:01,264,5,300,88.0,2,0,No
TRN-004,London - Paris,2026-02-17 04:46:59,293,13,780,37.56,2,95,No
TRN-014,Los Angeles - San Francisco,2026-02-17 06:01:16,129,5,300,43.0,7,0,No
TRN-011,Tokyo - Osaka,2026-02-17 06:16:40,297,15,900,33.0,1,0,No
TRN-006,Chicago - St. Louis,2026-02-17 06:36:09,280,12,720,38.89,9,0,No
TRN-003,Toronto - Montreal,2026-02-17 06:49:19,120,12,720,16.67,9,0,No
TRN-004,New York - Washington DC,2026-02-17 06:57:42,171,9,540,31.67,2,0,No
TRN-006,New York - Washington DC,2026-02-17 07:08:29,490,8,480,102.08,12,0,No
TRN-016,Sydney - Melbourne,2026-02-17 07:13:07,266,15,900,29.56,2,0,No
TRN-004,London - Paris,2026-02-17 07:19:39,662,9,540,122.59,3,0,Yes
TRN-020,Toronto - Montreal,2026-02-17 07:54:47,440,7,420,104.76,10,0,No
TRN-007,Chicago - St. Louis,2026-02-17 08:28:30,550,9,540,101.85,1,0,No
TRN-015,Chicago - St. Louis,2026-02-17 08:31:09,387,13,780,49.62,8,0,No
TRN-001,Berlin - Munich,2026-02-17 08:44:59,491,9,540,90.93,8,0,No
TRN-005,New York - Washington DC,2026-02-17 08:49:31,306,8,480,63.75,1,0,No
TRN-019,New York - Washington DC,2026-02-17 08:52:49,477,14,840,56.79,2,0,No
TRN-010,Sydney - Melbourne,2026-02-17 09:16:12,370,7,420,88.1,10,0,No
TRN-019,Sydney - Melbourne,2026-02-17 10:07:08,175,7,420,41.67,3,0,No
TRN-017,Mumbai - Delhi,2026-02-17 10:43:40,279,10,600,46.5,5,0,No
TRN-019,Toronto - Montreal,2026-02-17 11:21:14,189,6,360,52.5,12,0,No
TRN-002,Sydney - Melbourne,2026-02-17 12:19:14,248,14,840,29.52,1,0,No
TRN-017,Toronto - Montreal,2026-02-17 13:42:46,121,13,780,15.51,12,0,No
TRN-004,Toronto - Montreal,2026-02-17 14:10:11,123,12,720,17.08,9,0,No
TRN-015,New York - Washington DC,2026-02-17 14:31:41,194,12,720,26.94,1,0,No
TRN-009,Tokyo - Osaka,2026-02-17 14:37:31,253,11,660,38.33,12,93,No
TRN-001,Chicago - St. Louis,2026-02-17 15:01:05,249,9,540,46.11,12,0,No
TRN-005,Beijing - Shanghai,2026-02-17 15:22:43,180,12,720,25.0,5,65,No
TRN-020,Chicago - St. Louis,2026-02-17 15:24:10,163,14,840,19.4,1,0,No
TRN-003,Tokyo - Osaka,2026-02-17 15:34:46,136,10,600,22.67,2,59,No
TRN-006,New York - Washington DC,2026-02-17 16:09:04,276,5,300,92.0,3,0,No
TRN-012,Berlin - Munich,2026-02-17 17:19:04,365,11,660,55.3,12,0,No
TRN-004,London - Paris,2026-02-17 18:35:34,524,9,540,97.04,4,0,No
TRN-015,Berlin - Munich,2026-02-17 19:01:55,464,12,720,64.44,7,107,No
TRN-006,London - Paris,2026-02-17 19:12:18,356,9,540,65.93,1,97,No
TRN-002,Berlin - Munich,2026-02-17 19:15:45,450,13,780,57.69,4,0,No
TRN-009,Los Angeles - San Francisco,2026-02-17 19:16:07,471,8,480,98.12,1,0,No
TRN-015,Chicago - St. Louis,2026-02-17 19:28:00,483,10,600,80.5,11,0,No
TRN-017,Mumbai - Delhi,2026-02-17 19:51:01,357,9,540,66.11,5,0,No
TRN-016,Tokyo - Osaka,2026-02-17 20:33:48,101,14,840,12.02,5,0,No
TRN-016,Tokyo - Osaka,2026-02-17 20:45:35,162,9,540,30.0,12,0,No
TRN-005,Berlin - Munich,2026-02-17 20:45:56,143,12,720,19.86,7,0,No
TRN-013,New York - Washington DC,2026-02-17 21:10:02,299,13,780,38.33,10,0,No
TRN-002,Mumbai - Delhi,2026-02-17 21:19:00,494,13,780,63.33,7,0,Yes
TRN-003,New York - Washington DC,2026-02-17 21:21:38,358,6,360,99.44,6,0,Yes
TRN-013,Sydney - Melbourne,2026-02-17 22:06:44,168,9,540,31.11,5,0,No
TRN-014,New York - Washington DC,2026-02-17 22:06:57,497,5,300,165.67,11,0,Yes
TRN-017,Beijing - Shanghai,2026-02-17 22:59:24,271,14,840,32.26,11,0,No
TRN-016,Tokyo - Osaka,2026-02-17 23:07:14,235,13,780,30.13,4,0,No
TRN-008,Los Angeles - San Francisco,2026-02-17 23:16:28,161,10,600,26.83,6,0,No
TRN-009,Chicago - St. Louis,2026-02-17 23:20:53,279,11,660,42.27,9,10,No
TRN-009,Toronto - Montreal,2026-02-17 23:49:27,192,14,840,22.86,1,58,No
TRN-016,Sydney - Melbourne,2026-02-17 23:55:15,103,8,480,21.46,10,0,No
TRN-019,Beijing - Shanghai,2026-02-18 00:09:06,146,9,540,27.04,1,0,No
TRN-010,Chicago - St. Louis,2026-02-18 00:29:42,172,9,540,31.85,9,0,No
TRN-012,London - Paris,2026-02-18 00:32:34,274,9,540,50.74,3,0,No
TRN-010,Chicago - St. Louis,2026-02-18 00:54:11,219,10,600,36.5,2,0,No
TRN-016,Toronto - Montreal,2026-02-18 01:03:34,112,9,540,20.74,6,0,No
TRN-014,London - Paris,2026-02-18 01:11:13,219,5,300,73.0,4,0,No
TRN-017,Tokyo - Osaka,2026-02-18 03:06:36,260,5,300,86.67,10,0,No
TRN-017,Tokyo - Osaka,2026-02-18 03:10:38,236,5,300,78.67,5,0,No
TRN-003,Tokyo - Osaka,2026-02-18 03:14:43,146,5,300,48.67,12,0,No
TRN-018,Los Angeles - San Francisco,2026-02-18 03:38:52,129,6,360,35.83,8,0,No
TRN-017,Chicago - St. Louis,2026-02-18 03:50:51,182,5,300,60.67,8,0,No
TRN-015,Beijing - Shanghai,2026-02-18 04:20:29,148,15,900,16.44,10,0,No
TRN-005,Tokyo - Osaka,2026-02-18 05:32:08,300,12,720,41.67,1,31,No
TRN-020,Toronto - Montreal,2026-02-18 06:00:59,102,12,720,14.17,7,0,No
TRN-003,London - Paris,2026-02-18 06:10:55,242,7,420,57.62,3,0,No
TRN-018,Beijing - Shanghai,2026-02-18 07:05:22,510,15,900,56.67,5,0,No
TRN-012,Chicago - St. Louis,2026-02-18 07:43:18,522,11,660,79.09,7,0,No
TRN-013,Mumbai - Delhi,2026-02-18 08:14:06,574,14,840,68.33,5,0,No
TRN-019,London - Paris,2026-02-18 08:21:42,390,11,660,59.09,11,0,No
TRN-004,Mumbai - Delhi,2026-02-18 08:22:20,544,10,600,90.67,9,0,No
TRN-012,New York - Washington DC,2026-02-18 09:07:47,439,7,420,104.52,8,0,No
TRN-002,Mumbai - Delhi,2026-02-18 09:12:13,388,11,660,58.79,12,0,No
TRN-018,Mumbai - Delhi,2026-02-18 09:56:33,425,15,900,47.22,4,0,No
TRN-015,Chicago - St. Louis,2026-02-18 10:04:06,115,10,600,19.17,9,74,No
TRN-003,New York - Washington DC,2026-02-18 10:21:57,113,15,900,12.56,5,0,No
TRN-002,Chicago - St. Louis,2026-02-18 10:36:06,266,5,300,88.67,8,0,No
TRN-015,New York - Washington DC,2026-02-18 10:48:53,268,10,600,44.67,6,0,No
TRN-010,Tokyo - Osaka,2026-02-18 11:35:26,232,6,360,64.44,4,0,No
TRN-006,Los Angeles - San Francisco,2026-02-18 11:58:56,252,8,480,52.5,7,0,No
TRN-015,Los Angeles - San Francisco,2026-02-18 12:20:01,133,9,540,24.63,4,0,No
TRN-013,Chicago - St. Louis,2026-02-18 12:52:16,157,6,360,43.61,7,0,No
TRN-003,Berlin - Munich,2026-02-18 12:58:16,156,5,300,52.0,4,0,No
TRN-002,Berlin - Munich,2026-02-18 13:30:58,164,7,420,39.05,7,0,No
TRN-003,Beijing - Shanghai,2026-02-18 13:31:44,212,15,900,23.56,12,0,No
TRN-010,Mumbai - Delhi,2026-02-18 13:43:24,187,6,360,51.94,5,0,No
TRN-018,Beijing - Shanghai,2026-02-18 14:12:37,179,9,540,33.15,6,0,No
TRN-007,Mumbai - Delhi,2026-02-18 14:13:03,267,9,540,49.44,6,0,No
TRN-006,Sydney - Melbourne,2026-02-18 14:51:47,295,13,780,37.82,9,0,No
TRN-013,Mumbai - Delhi,2026-02-18 15:04:06,253,10,600,42.17,9,0,No
TRN-015,Mumbai - Delhi,2026-02-18 15:26:12,282,11,660,42.73,1,0,No
TRN-012,Los Angeles - San Francisco,2026-02-18 15:27:43,293,5,300,97.67,4,0,No
TRN-018,Sydney - Melbourne,2026-02-18 15:35:08,123,10,600,20.5,9,0,No
TRN-003,Mumbai - Delhi,2026-02-18 16:14:15,128,13,780,16.41,7,0,No
TRN-014,Beijing - Shanghai,2026-02-18 16:30:57,229,11,660,34.7,8,0,No
TRN-020,Los Angeles - San Francisco,2026-02-18 16:49:01,281,6,360,78.06,8,80,No
TRN-015,Chicago - St. Louis,2026-02-18 17:10:25,318,13,780,40.77,12,0,No
TRN-002,Los Angeles - San Francisco,2026-02-18 17:42:28,420,9,540,77.78,12,0,No
TRN-014,Beijing - Shanghai,2026-02-18 17:57:23,437,13,780,56.03,2,84,No
TRN-010,Chicago - St. Louis,2026-02-18 18:14:29,352,11,660,53.33,6,0,No
TRN-008,Beijing - Shanghai,2026-02-18 18:33:25,449,8,480,93.54,10,0,No
TRN-003,Berlin - Munich,2026-02-18 19:16:07,407,12,720,56.53,2,0,No
TRN-010,Chicago - St. Louis,2026-02-18 19:26:49,407,8,480,84.79,1,91,No
TRN-017,Berlin - Munich,2026-02-18 20:14:35,208,12,720,28.89,6,0,No
TRN-019,Toronto - Montreal,2026-02-18 20:33:52,137,13,780,17.56,12,8,No
TRN-014,London - Paris,2026-02-18 21:20:37,256,6,360,71.11,2,0,No
TRN-018,London - Paris,2026-02-18 21:21:20,222,13,780,28.46,10,58,No
TRN-013,Beijing - Shanghai,2026-02-18 21:38:49,227,15,900,25.22,10,0,No
TRN-012,New York - Washington DC,2026-02-18 21:40:57,142,11,660,21.52,2,0,No
TRN-015,Toronto - Montreal,2026-02-18 21:49:59,195,15,900,21.67,12,0,No
TRN-001,Sydney - Melbourne,2026-02-18 21:51:41,372,12,720,51.67,11,0,Yes
TRN-001,Berlin - Munich,2026-02-18 21:52:16,161,14,840,19.17,6,0,No
TRN-005,Los Angeles - San Francisco,2026-02-18 22:07:27,259,15,900,28.78,12,0,No
TRN-012,Berlin - Munich,2026-02-18 22:12:27,133,5,300,44.33,4,11,No
TRN-014,Beijing - Shanghai,2026-02-18 22:31:27,230,9,540,42.59,2,5,No
TRN-015,Tokyo - Osaka,2026-02-18 22:40:36,184,9,540,34.07,2,17,No
TRN-008,Tokyo - Osaka,2026-02-18 22:55:19,180,9,540,33.33,4,0,No
TRN-011,New York - Washington DC,2026-02-19 00:04:49,113,9,540,20.93,6,60,No
TRN-010,London - Paris,2026-02-19 00:10:37,149,7,420,35.48,6,0,No
TRN-010,Berlin - Munich,2026-02-19 00:22:56,219,8,480,45.62,11,102,No
TRN-003,Los Angeles - San Francisco,2026-02-19 00:37:53,272,10,600,45.33,4,61,Yes
TRN-017,Los Angeles - San Francisco,2026-02-19 01:08:14,223,5,300,74.33,1,0,No
TRN-011,London - Paris,2026-02-19 01:14:09,100,8,480,20.83,9,0,No
TRN-002,London - Paris,2026-02-19 02:27:42,282,10,600,47.0,2,0,No
TRN-012,Beijing - Shanghai,2026-02-19 02:44:07,137,13,780,17.56,7,0,No
TRN-016,Tokyo - Osaka,2026-02-19 02:45:32,243,14,840,28.93,4,0,No
TRN-011,Berlin - Munich,2026-02-19 03:07:23,456,11,660,69.09,6,0,Yes
TRN-007,Los Angeles - San Francisco,2026-02-19 03:45:27,250,6,360,69.44,3,0,No
TRN-017,Beijing - Shanghai,2026-02-19 03:47:41,188,14,840,22.38,3,0,No
TRN-016,London - Paris,2026-02-19 03:54:19,412,12,720,57.22,4,0,Yes
TRN-017,New York - Washington DC,2026-02-19 04:00:01,197,8,480,41.04,2,23,No
TRN-015,Tokyo - Osaka,2026-02-19 04:55:42,170,6,360,47.22,4,0,No
TRN-015,Mumbai - Delhi,2026-02-19 05:28:49,229,7,420,54.52,10,0,No
TRN-019,Los Angeles - San Francisco,2026-02-19 05:47:00,227,8,480,47.29,3,0,No
TRN-018,Los Angeles - San Francisco,2026-02-19 05:58:11,145,7,420,34.52,11,59,No
TRN-020,Los Angeles - San Francisco,2026-02-19 06:01:49,257,6,360,71.39,4,104,No
TRN-016,Beijing - Shanghai,2026-02-19 06:17:03,128,10,600,21.33,11,0,No
TRN-012,New York - Washington DC,2026-02-19 06:27:20,252,11,660,38.18,3,47,No
TRN-013,Sydney - Melbourne,2026-02-19 06:32:07,234,12,720,32.5,9,0,No
TRN-013,Tokyo - Osaka,2026-02-19 06:34:38,172,14,840,20.48,11,0,No
TRN-003,Tokyo - Osaka,2026-02-19 06:40:58,275,7,420,65.48,11,32,No
TRN-011,Toronto - Montreal,2026-02-19 07:02:14,424,11,660,64.24,10,0,No
TRN-001,Mumbai - Delhi,2026-02-19 08:07:57,752,11,660,113.94,1,65,Yes
TRN-015,Chicago - St. Louis,2026-02-19 08:17:47,476,12,720,66.11,12,0,No
TRN-018,New York - Washington DC,2026-02-19 08:23:14,366,13,780,46.92,9,0,No
TRN-020,Los Angeles - San Francisco,2026-02-19 08:27:51,450,13,780,57.69,12,0,No
TRN-008,Beijing - Shanghai,2026-02-19 09:01:54,521,8,480,108.54,3,0,No
TRN-004,Sydney - Melbourne,2026-02-19 09:08:16,506,14,840,60.24,10,0,No
TRN-008,Berlin - Munich,2026-02-19 09:10:58,420,7,420,100.0,1,0,No
TRN-014,Mumbai - Delhi,2026-02-19 09:35:03,429,15,900,47.67,7,0,No
TRN-010,London - Paris,2026-02-19 09:38:33,571,6,360,158.61,4,0,No
TRN-009,London - Paris,2026-02-19 10:48:03,275,9,540,50.93,9,0,No
TRN-018,Tokyo - Osaka,2026-02-19 11:15:19,164,12,720,22.78,1,0,No
TRN-018,Toronto - Montreal,2026-02-19 11:45:49,127,12,720,17.64,5,0,No
TRN-014,London - Paris,2026-02-19 12:04:37,119,14,840,14.17,7,0,No
TRN-017,London - Paris,2026-02-19 12:13:54,152,15,900,16.89,5,72,No
TRN-013,Los Angeles - San Francisco,2026-02-19 12:38:11,292,9,540,54.07,5,0,No
TRN-014,Los Angeles - San Francisco,2026-02-19 12:59:49,135,8,480,28.12,1,39,No
TRN-011,Toronto - Montreal,2026-02-19 13:05:10,251,10,600,41.83,12,0,No
TRN-015,London - Paris,2026-02-19 13:22:53,258,10,600,43.0,4,98,No
TRN-015,Chicago - St. Louis,2026-02-19 13:31:19,479,12,720,66.53,8,61,Yes
TRN-012,Berlin - Munich,2026-02-19 13:41:26,253,7,420,60.24,10,68,No
TRN-020,Sydney - Melbourne,2026-02-19 13:52:20,228,11,660,34.55,3,0,No
TRN-014,Berlin - Munich,2026-02-19 14:19:33,149,7,420,35.48,8,0,No
TRN-001,Berlin - Munich,2026-02-19 14:43:54,285,8,480,59.38,12,0,No
TRN-015,Los Angeles - San Francisco,2026-02-19 14:55:14,113,12,720,15.69,4,0,No
TRN-013,Chicago - St. Louis,2026-02-19 15:14:47,282,7,420,67.14,9,0,No
TRN-019,Toronto - Montreal,2026-02-19 15:30:13,283,7,420,67.38,8,0,No
TRN-017,Mumbai - Delhi,2026-02-19 16:08:16,174,9,540,32.22,8,0,No
TRN-014,New York - Washington DC,2026-02-19 16:33:05,111,10,600,18.5,11,0,No
TRN-002,Chicago - St. Louis,2026-02-19 16:43:20,151,11,660,22.88,7,0,No
TRN-012,Toronto - Montreal,2026-02-19 16:44:03,150,7,420,35.71,4,41,No
TRN-001,London - Paris,2026-02-19 17:13:08,511,14,840,60.83,6,0,No
TRN-014,Toronto - Montreal,2026-02-19 18:36:54,547,9,540,101.3,4,0,No
TRN-007,Toronto - Montreal,2026-02-19 19:11:18,442,13,780,56.67,6,0,No
TRN-013,Berlin - Munich,2026-02-19 19:31:22,350,7,420,83.33,4,0,No
TRN-009,Los Angeles - San Francisco,2026-02-19 20:12:10,244,12,720,33.89,1,0,No
TRN-014,Mumbai - Delhi,2026-02-19 20:22:59,424,11,660,64.24,11,0,Yes
TRN-019,Beijing - Shanghai,2026-02-19 20:25:39,264,14,840,31.43,8,0,No
TRN-008,London - Paris,2026-02-19 20:31:46,292,14,840,34.76,2,0,No
TRN-013,Tokyo - Osaka,2026-02-19 20:56:57,194,10,600,32.33,5,38,No
TRN-020,Chicago - St. Louis,2026-02-19 21:02:41,179,9,540,33.15,4,0,No
TRN-007,Tokyo - Osaka,2026-02-19 21:16:31,186,9,540,34.44,4,0,No
TRN-018,London - Paris,2026-02-19 21:33:32,255,14,840,30.36,7,0,No
TRN-010,Los Angeles - San Francisco,2026-02-19 21:50:39,189,14,840,22.5,7,0,No
TRN-003,Berlin - Munich,2026-02-19 22:03:23,206,13,780,26.41,11,0,No
TRN-007,Berlin - Munich,2026-02-19 23:00:16,411,12,720,57.08,9,0,Yes
TRN-009,Chicago - St. Louis,2026-02-19 23:11:50,219,5,300,73.0,10,85,No
TRN-007,Mumbai - Delhi,2026-02-19 23:15:20,152,5,300,50.67,6,0,No
TRN-010,Sydney - Melbourne,2026-02-19 23:56:05,238,6,360,66.11,2,0,No
TRN-013,Toronto - Montreal,2026-02-19 23:57:03,144,15,900,16.0,11,0,No
TRN-007,Berlin - Munich,2026-02-20 00:11:09,198,8,480,41.25,6,0,No
TRN-007,London - Paris,2026-02-20 00:13:21,273,5,300,91.0,11,0,No
TRN-009,Los Angeles - San Francisco,2026-02-20 00:21:31,281,9,540,52.04,10,0,No
TRN-015,New York - Washington DC,2026-02-20 00:46:06,272,12,720,37.78,7,0,No
TRN-002,Los Angeles - San Francisco,2026-02-20 01:33:30,142,9,540,26.3,9,0,No
TRN-006,London - Paris,2026-02-20 01:40:24,220,8,480,45.83,7,0,No
TRN-007,Tokyo - Osaka,2026-02-20 01:53:56,282,10,600,47.0,10,0,No
TRN-002,Berlin - Munich,2026-02-20 02:24:12,133,9,540,24.63,12,0,No
TRN-001,Toronto - Montreal,2026-02-20 02:35:09,270,14,840,32.14,8,0,No
TRN-016,Chicago - St. Louis,2026-02-20 03:03:29,179,7,420,42.62,11,0,No
TRN-001,Beijing - Shanghai,2026-02-20 03:18:45,239,8,480,49.79,1,0,No
TRN-004,New York - Washington DC,2026-02-20 03:45:20,177,14,840,21.07,8,0,No
TRN-015,Toronto - Montreal,2026-02-20 03:46:05,230,9,540,42.59,10,0,No
TRN-009,Beijing - Shanghai,2026-02-20 04:13:08,479,14,840,57.02,5,0,Yes
TRN-004,Berlin - Munich,2026-02-20 04:24:05,108,15,900,12.0,5,0,No
TRN-014,Los Angeles - San Francisco,2026-02-20 04:53:41,291,6,360,80.83,7,0,No
